0.12,0.9,0.14
0.048,0.87,0.28
0.19,0.235,2.3
0.31,0.36,1.93
0.14,0.8,1.9
0.41,0.87,1.62
0.038,0.51,1.03
0.135,0.57,0.93
0.16,0.43,0.94
0.095,0.39,0.84
0.11,1.9,1.96
0.105,1.6,1.89
0.24,1.26,1.82
0.245,1.02,1.82
0.135,1.14,0.2
0.25,1.25,0.56
0.29,2.69,1.55
0.108,2.43,1.12
0.138,0,0.77
0.17,0,3.6
0.205,0.45,1.33
0.221,0.28,0.54
0.3,0.13,0.65
0.325,0.12,1.7
0.37,0.29,1.41
0.68,1.82,1.1
0.325,1.93,0.64
0.376,1.24,0.8
0,1.27,0.94
0,1.3,0.8
0.165,1.11,0.44
0.035,1.06,0.22
0.103,0.78,0.19
0.055,0.71,2.25
0.11,0.38,1.81
0.145,0.42,1.42
0.055,0.09,1.37
0.05,0.14,1.13
0.185,0.27,0.78
0.195,0.84,3.6
0.155,0.97,0.25
0.17,1.17,0.12
0,2.23,2.05
0.265,0.14,1.92
0.27,2.06,0.4
0.113,1.22,1.68
0.075,1.23,0.34
0.108,1.72,0.33
0.055,1.49,2.14
0.131,0.48,1.32
0.134,0.74,1.34
0.141,0.77,0.95
0.16,1.13,3.6
0.295,1.12,0.22
0.175,0.85,0.11
0.38,0.86,1.91
0.395,1.04,1.84
0.187,1.02,0.34
0.249,0.8,1.16
0.36,0,0.58
0.48,0,1.17
0.275,0.4,1.14
0.28,0.76,0.93
0.305,0.78,0.8
0.745,2.19,0
0.355,2.09,0.14
0.78,0.28,0.18
0.41,0.35,1.85
0.475,0.63,0.32
0.05,1.2,0.33
0.055,1.03,1.33
0.35,0.59,0.8
0.055,1.15,3.6
0.105,0.71,0
0.065,0.77,0.2
0.27,0.78,0.45
0.105,0.92,0.15
0.185,3.6,3.6
0.135,0.22,0.43
0.08,0.82,1.04
0.115,0.13,1.05
0.36,0.85,1.23
0.295,0.22,1.15
0.085,0.17,0.74
0.13,3.1,0.76
0.14,0.84,0.43
0.1,1.66,0
0.215,1.03,0.1
0.31,1.02,1.29
0.16,1.04,1.29
0.245,0.35,1.25
0.105,0,0.21
0.09,1.9,0.15
0.255,1.46,1.81
0.12,0.34,1.8
0.255,0.64,1.73
0.165,0.075,1.1
0.17,1.19,1.2
0.155,1.22,0.98
0.17,1.27,0.78
0.32,0.76,0.71
0.355,0.88,NaN
0.17,1.05,NaN
0.195,NaN,NaN
0.145,NaN,NaN
0.28,NaN,NaN
0.185,NaN,NaN
0.095,NaN,NaN
0.075,NaN,NaN
0.665,NaN,NaN
0.87,NaN,NaN
0.37,NaN,NaN
0.655,NaN,NaN